,genre,duration,nationality,box_office_first_week,press_eval,viewers_eval,views,budget,Temperature Moyenne,Lille,Bordeaux,Lyon,Paris,season,is_holiday,proportion_stars_actors,proportion_stars_producers,proportion_stars_director,distributor_avg_frequency,genre_action,genre_animation,genre_arts martiaux,genre_aventure,genre_biopic,genre_bollywood,genre_comédie,genre_comédie dramatique,genre_comédie musicale,genre_divers,genre_drame,genre_epouvante-horreur,genre_erotique,genre_espionnage,genre_expérimental,genre_famille,genre_fantastique,genre_guerre,genre_historique,genre_judiciaire,genre_musical,genre_policier,genre_péplum,genre_romance,genre_science fiction,genre_sport event,genre_thriller,genre_western
2241,"drame,biopic",134,U.S.A.,80741,4.4,3.5,568276.0,24000000.0,2.6,1.92,2.85,1.93,2.31,Winter,False,0.33,0.0,0,150.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2242,"fantastique,famille",106,U.S.A.,243245,2.6,2.8,586712.0,42000000.0,19.44,12.77,16.83,15.35,13.24,Autumn,False,0.33,0.0,0,243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2243,"animation,aventure",87,France,163155,3.6,3.9,341738.0,0.0,10.3,7.55,11.28,11.08,8.57,Spring,False,0.0,0.0,0,134.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2244,comédie dramatique,89,France,67278,2.4,3.3,541245.0,8806000.0,21.57,16.34,19.87,18.15,18.51,Summer,True,0.0,0.0,0,156.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2245,drame,114,U.S.A.,20705,3.4,3.7,106877.0,8300000.0,4.07,5.31,4.04,-0.24,7.22,Winter,False,0.33,0.0,0,258.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,"drame,thriller",115,U.S.A.,345040,3.8,3.6,845952.0,100000000.0,12.43,9.26,13.13,13.66,11.11,Spring,True,0.33,0.0,0,161.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2247,comédie,92,France,185066,3.7,2.6,1129733.0,0.0,17.43,14.91,17.93,16.67,14.64,Summer,False,0.67,0.0,0,129.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,"drame,romance",90,Allemagne,23017,3.9,2.5,168136.0,0.0,18.04,13.35,13.68,12.57,11.62,Autumn,False,0.0,0.0,0,70.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2249,comédie dramatique,98,France,5833,3.6,3.7,466263.0,0.0,15.72,5.43,10.86,6.28,9.04,Autumn,False,0.33,0.0,0,124.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,"drame,biopic",113,U.S.A.,19329,3.1,3.5,99990.0,0.0,13.03,12.87,12.19,14.55,11.53,Spring,False,0.33,0.0,0,258.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2251,comédie,102,France,226676,2.4,2.2,671837.0,0.0,17.7,10.27,12.38,11.25,10.61,Autumn,True,0.67,0.5,0,161.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,"animation,comédie,famille",101,U.S.A.,87570,2.7,2.4,141209.0,0.0,14.15,11.96,13.39,13.61,11.81,Spring,False,0.33,0.0,0,184.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2253,"drame,thriller",91,U.S.A.,82872,3.5,4.1,983331.0,0.0,21.71,20.16,21.87,19.81,21.73,Summer,False,0.0,0.0,0,150.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2254,"thriller,drame",95,France,82630,3.4,3.7,289607.0,0.0,12.61,10.75,13.15,12.45,12.69,Spring,True,0.33,0.0,0,127.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2255,"aventure,comédie,fantastique",103,France,457031,2.7,2.4,673106.0,0.0,8.92,7.49,10.26,9.22,10.62,Winter,True,0.67,0.0,0,156.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2256,"drame,historique",164,France,101704,3.8,3.0,499756.0,0.0,17.49,10.8,11.86,10.72,11.08,Autumn,True,0.0,0.0,0,24.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2257,"thriller,drame",115,France,454568,3.8,3.2,1921202.0,0.0,17.81,10.19,12.36,11.11,11.38,Autumn,True,1.0,0.0,0,56.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2258,"drame,romance",90,France,3009,3.1,3.5,61765.0,0.0,18.97,11.02,17.17,15.74,11.94,Autumn,False,0.0,0.0,0,64.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2259,drame,122,France,64413,3.6,3.2,1260102.0,0.0,22.31,16.53,20.04,19.56,17.43,Autumn,False,0.0,0.0,0,95.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,"action,historique,drame",136,France,100867,3.2,3.6,1370022.0,0.0,16.28,5.18,12.63,9.56,8.02,Autumn,False,0.33,0.5,1,139.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2261,epouvante-horreur,89,U.S.A.,39142,3.3,2.4,59841.0,0.0,17.57,10.04,13.92,10.89,12.01,Autumn,False,0.0,0.0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2262,"romance,drame",105,Inde,66709,3.9,4.0,296287.0,0.0,13.61,4.06,7.18,4.09,2.73,Winter,False,0.0,0.0,0,35.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2263,"animation,famille",92,Belgique,143026,3.0,3.4,317497.0,30000000.0,22.81,17.8,21.7,21.99,19.58,Summer,True,0.0,0.0,0,161.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2264,drame,102,France,3155,2.5,1.8,306078.0,0.0,13.7,6.43,7.08,1.66,4.31,Winter,False,0.0,0.0,0,79.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,"fantastique,action",107,U.S.A.,261102,1.9,2.6,1661763.0,90000000.0,17.98,11.27,13.7,10.95,10.0,Autumn,True,0.33,0.0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2266,"drame,biopic",108,France,91222,3.4,3.7,487959.0,8000000.0,20.47,15.21,17.45,16.01,14.68,Autumn,False,0.33,0.0,0,134.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,"animation,erotique,drame,fantastique",93,Japon,4142,4.6,3.9,68894.0,0.0,17.75,15.18,16.68,16.4,16.47,Summer,False,0.0,0.0,0,83.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2268,"science fiction,action,aventure",123,U.S.A.,344813,3.3,3.6,621072.0,185000000.0,23.15,20.36,20.67,22.1,19.62,Summer,True,0.33,0.0,0,107.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2269,drame,99,kazakhstan,9292,3.8,3.6,181447.0,0.0,14.7,7.13,8.43,7.81,7.14,Autumn,True,0.0,0.0,0,41.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,"guerre,drame",109,France,8569,2.6,2.7,192069.0,0.0,4.85,4.46,10.01,4.83,0.94,Winter,False,0.0,0.0,0,150.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2271,"action,thriller",114,U.S.A.,10853,2.6,2.8,85625.0,30000000.0,23.44,19.24,22.91,23.86,22.2,Summer,True,0.33,0.0,0,161.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2272,"drame,historique",85,France,11488,2.7,2.2,139877.0,0.0,19.76,18.41,21.05,21.76,18.59,Spring,False,0.33,0.0,0,86.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2273,"drame,comédie",162,Allemagne,104459,4.3,3.6,518167.0,10000000.0,23.15,20.36,20.67,22.1,19.62,Summer,True,0.0,0.0,0,95.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,drame,96,Croatie,23677,3.8,3.6,95239.0,0.0,13.17,11.85,12.6,12.55,12.86,Spring,True,0.0,0.0,0,83.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,drame,115,U.S.A.,36106,2.7,3.6,171495.0,0.0,12.36,10.35,15.07,12.12,11.26,Spring,False,0.33,0.0,0,243.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2276,"drame,romance",96,France,26695,3.6,3.9,427756.0,0.0,8.92,7.49,10.26,9.22,10.62,Winter,True,0.0,0.0,0,74.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2277,"drame,thriller",126,Corée du Sud,35122,3.3,3.7,300530.0,0.0,13.13,10.38,14.34,12.69,10.24,Spring,False,0.0,0.0,0,55.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2278,"biopic,drame",108,Danemark,23400,3.4,3.7,330968.0,7500000.0,15.48,7.63,9.53,6.14,9.11,Autumn,False,0.0,0.0,0,23.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2279,thriller,99,U.S.A.,11097,2.4,1.8,247660.0,250000.0,9.7,9.23,8.61,9.18,9.5,Spring,False,0.0,0.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2280,"romance,drame,musical",143,U.S.A.,27128,3.9,3.3,141209.0,55000000.0,19.93,16.53,17.77,21.93,18.42,Summer,False,0.0,0.0,0,184.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2281,"action,policier,drame",113,Grande-Bretagne,94036,2.2,3.0,440883.0,31500000.0,17.51,19.03,16.76,17.11,16.66,Spring,False,0.67,0.0,0,258.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2282,drame,141,Russie,45178,4.1,4.0,199965.0,25000000.0,20.89,15.89,19.84,15.81,13.91,Autumn,False,0.0,0.0,0,158.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2283,drame,106,Suède,8643,3.3,3.5,43962.0,0.0,19.56,16.04,20.5,20.39,18.87,Summer,False,0.0,0.0,0,71.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,"biopic,drame,thriller",103,U.S.A.,13803,3.1,2.9,134531.0,0.0,17.13,8.52,11.62,10.37,11.15,Autumn,True,0.33,0.0,0,107.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2285,"comédie,romance",116,U.S.A.,75105,2.9,1.8,785133.0,120000000.0,0.81,-0.04,1.71,-0.87,-0.75,Winter,False,0.0,0.0,0,154.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2286,drame,118,U.S.A.,19152,3.3,2.6,269543.0,0.0,15.95,9.04,10.02,4.15,8.55,Autumn,False,1.0,0.0,0,258.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2287,drame,119,France,47558,3.4,2.6,258148.0,0.0,15.78,4.42,9.13,9.94,8.39,Autumn,False,0.0,0.0,0,127.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2288,policier,86,Belgique,29566,3.0,3.3,144586.0,0.0,13.66,3.36,6.54,4.91,4.47,Winter,False,0.0,0.0,0,79.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2289,policier,111,France,137545,3.3,3.9,439969.0,1720000.0,12.18,4.97,3.48,-0.31,3.75,Winter,False,0.0,0.0,0,156.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2290,comédie,103,France,875112,3.9,3.0,2020910.0,0.0,16.43,6.68,10.43,9.72,10.32,Autumn,False,1.0,1.0,1,150.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,"animation,comédie,musical",94,U.S.A.,419574,2.8,2.5,280269.0,90000000.0,17.02,10.53,12.04,10.03,10.49,Autumn,False,0.33,0.0,0,243.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2292,action,93,U.S.A.,92437,2.8,2.1,639855.0,23000000.0,18.8,15.97,17.9,17.55,14.6,Summer,True,0.67,0.0,0,139.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2293,drame,128,France,167114,3.7,3.9,364441.0,0.0,15.78,4.42,9.13,9.94,8.39,Autumn,False,0.33,0.0,0,95.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2294,"epouvante-horreur,thriller",92,U.S.A.,497796,2.9,2.9,3253549.0,47000000.0,22.23,17.91,20.65,19.98,17.62,Summer,True,0.0,0.0,0,184.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2295,comédie,85,France,244610,3.4,3.5,490072.0,0.0,7.94,5.89,7.84,5.69,8.29,Spring,False,0.67,0.0,0,139.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2296,"comédie dramatique,musical",106,Irlande,38086,3.7,4.1,446082.0,4000000.0,17.45,9.6,12.13,11.09,11.43,Autumn,True,0.0,0.0,0,150.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2297,comédie dramatique,102,France,521744,3.7,3.6,777484.0,0.0,10.54,9.22,12.38,9.99,9.12,Spring,False,0.33,0.0,0,207.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2298,comédie,79,France,538215,2.9,2.2,834644.0,0.0,3.12,2.68,6.37,3.21,2.34,Winter,True,0.33,0.0,0,134.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2299,"action,aventure,fantastique",114,U.S.A.,391290,3.1,3.2,631002.0,115000000.0,12.13,9.14,13.09,12.85,9.56,Spring,True,1.0,0.0,0,243.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2300,thriller,103,France,40701,3.7,3.4,291257.0,0.0,4.59,5.54,5.91,2.97,6.55,Winter,False,0.33,0.0,0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2301,"romance,drame",100,Allemagne,3802,3.0,3.9,236303.0,0.0,8.87,7.87,10.33,8.24,7.92,Spring,True,0.0,0.0,0,83.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2302,drame,86,France,5054,3.4,1.5,185072.0,0.0,8.0,6.19,10.7,7.03,7.1,Winter,True,0.0,0.0,0,129.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,"thriller,action",110,Grande-Bretagne,381577,2.7,3.3,1824795.0,30000000.0,6.02,2.97,9.85,3.68,4.58,Spring,True,0.33,0.0,0,161.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2304,drame,108,France,163737,3.8,2.6,399305.0,0.0,14.45,4.11,7.53,4.06,4.55,Winter,True,1.0,0.0,0,207.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2305,"comédie musicale,drame",111,U.S.A.,40091,2.1,1.5,209785.0,95000000.0,14.45,4.11,7.53,4.06,4.55,Winter,True,0.33,0.0,0,243.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,"action,drame",98,U.S.A.,31302,2.2,2.7,1951671.0,24000000.0,6.02,2.97,9.85,3.68,4.58,Spring,True,0.33,0.0,0,154.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,"comédie,romance",105,U.S.A.,70496,2.7,3.0,197911.0,10000000.0,20.66,18.2,19.51,22.88,19.73,Summer,False,0.0,0.0,0,107.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2308,"drame,science fiction",119,U.S.A.,56109,3.4,2.9,166612.0,0.0,25.43,22.49,22.48,26.61,22.58,Summer,True,0.33,0.0,0,55.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2309,drame,96,Norvège,38412,4.0,3.8,590513.0,0.0,8.15,6.55,9.39,7.15,8.64,Winter,True,0.0,0.0,0,76.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,drame,92,France,13060,2.8,3.5,12288.0,0.0,16.65,8.11,10.12,9.87,9.17,Autumn,False,0.0,0.0,0,49.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311,drame,103,Belgique,313,3.3,3.7,1971.0,0.0,10.44,6.41,12.82,10.73,12.23,Spring,False,0.0,0.0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2312,comédie,91,France,102968,1.9,2.7,279010.0,0.0,21.62,19.0,18.91,22.54,18.64,Summer,True,0.0,0.0,0,243.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2313,"epouvante-horreur,science fiction",98,U.S.A.,117073,3.2,2.9,529302.0,20000000.0,3.68,1.79,5.12,1.12,1.35,Spring,True,0.33,0.0,0,258.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2314,"aventure,comédie",90,U.S.A.,1928940,2.8,3.3,809749.0,80000000.0,24.63,22.78,23.65,25.88,23.82,Summer,False,0.0,0.0,0,243.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2315,"animation,drame",113,Japon,11756,3.1,3.3,21038.0,0.0,16.46,15.1,16.45,16.71,16.04,Spring,True,0.0,0.0,0,10.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2316,"drame,romance",96,Brésil,8192,3.4,4.1,258328.0,2700000.0,23.73,21.51,24.13,20.85,22.18,Summer,True,0.0,0.0,0,158.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2317,"drame,comédie",118,Australie,12867,3.6,3.7,162815.0,0.0,20.48,16.37,18.54,19.26,18.23,Summer,True,0.0,0.0,0,76.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2318,"comédie,romance,drame",103,U.S.A.,244156,3.0,1.9,471237.0,58000000.0,3.27,1.89,5.44,2.44,3.57,Winter,False,0.33,0.0,0,154.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2319,drame,85,U.S.A.,39318,3.8,3.1,380721.0,0.0,20.58,17.63,17.34,15.62,14.32,Autumn,False,0.0,0.0,0,55.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,comédie,95,France,75937,2.4,2.0,353157.0,3000000.0,23.78,22.51,23.35,24.27,22.78,Summer,False,0.0,0.0,0,161.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2321,"drame,musical,biopic",131,France,31663,3.0,2.6,326652.0,0.0,18.09,6.9,15.32,12.26,8.97,Autumn,False,0.0,0.0,0,129.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2322,comédie,101,U.S.A.,150601,3.0,2.9,282388.0,20000000.0,21.59,17.73,18.83,20.79,19.59,Summer,True,0.0,0.0,0,258.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2323,thriller,106,France,145380,3.3,3.8,531800.0,0.0,5.76,4.43,6.26,6.18,4.95,Winter,True,0.33,0.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2324,drame,108,France,8255,3.1,3.0,88995.0,7000000.0,14.89,7.41,10.6,5.83,5.63,Autumn,False,0.0,0.0,0,158.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2325,"animation,aventure,comédie,famille",91,Belgique,211019,3.3,3.7,201822.0,20000000.0,9.14,8.34,10.18,9.98,10.18,Winter,True,0.0,0.0,0,154.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2326,"animation,famille,aventure",82,France,82379,3.5,2.8,292730.0,0.0,25.43,22.49,22.48,26.61,22.58,Summer,True,0.0,0.0,0,86.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2327,"drame,romance",107,France,182538,4.1,3.7,804403.0,0.0,16.28,5.18,12.63,9.56,8.02,Autumn,False,0.0,0.0,0,127.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2328,drame,108,France,100221,3.6,3.5,1010816.0,0.0,18.97,10.67,18.48,15.41,12.29,Autumn,False,0.33,0.0,0,127.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,"drame,romance",95,Allemagne,487,3.2,3.6,86853.0,0.0,11.62,9.04,12.94,11.34,10.78,Spring,False,0.0,0.0,0,26.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2330,drame,97,Hongrie,6943,3.7,3.2,86066.0,80000000.0,19.7,16.06,20.81,22.97,18.66,Spring,False,0.0,0.0,0,74.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,"animation,drame",80,République tchèque,11763,3.7,3.8,77768.0,0.0,14.03,13.35,14.83,13.08,11.91,Spring,True,0.0,0.0,0,127.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2332,"comédie,romance",110,France,546052,2.4,3.1,3035574.0,15000000.0,21.25,17.32,21.47,22.37,19.07,Summer,False,0.33,0.0,0,156.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2333,"erotique,drame,romance",103,France,54407,2.8,2.2,600064.0,0.0,19.35,16.09,15.16,15.65,12.84,Autumn,False,1.0,0.0,0,207.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2334,drame,107,France,274414,3.5,3.4,786972.0,0.0,15.84,8.29,9.11,7.83,8.96,Autumn,False,0.67,1.0,1,150.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2335,comédie,106,France,191612,3.5,2.0,602955.0,0.0,12.13,9.14,13.09,12.85,9.56,Spring,True,0.67,0.0,0,124.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2336,"drame,romance",124,U.S.A.,130327,3.8,3.8,406519.0,9000000.0,8.36,8.34,9.95,8.16,8.36,Winter,True,0.0,0.0,0,150.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2337,drame,107,France,86676,3.7,3.7,359514.0,0.0,7.94,5.89,7.84,5.69,8.29,Spring,False,0.0,0.0,0,207.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,drame,96,France,180826,4.2,3.8,849939.0,0.0,15.49,5.97,7.69,7.72,6.06,Winter,False,0.0,0.0,0,207.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2339,"drame,fantastique",92,Autres,1446,3.2,2.6,2993.0,0.0,8.3,7.73,9.41,8.59,8.79,Winter,True,0.0,0.0,0,71.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2340,"drame,romance,comédie musicale",124,U.S.A.,2350,2.7,1.7,19446.0,20000000.0,7.96,6.37,6.85,6.71,6.88,Spring,False,0.0,0.0,0,243.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2341,action,118,U.S.A.,124735,2.4,3.2,835678.0,35000000.0,13.21,12.15,13.44,11.49,12.99,Spring,True,0.33,0.0,0,142.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2342,"thriller,drame",117,France,9080,3.5,3.7,202813.0,0.0,21.0,17.41,24.33,20.91,17.36,Summer,False,0.0,0.0,0,134.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
